"","steps","date","interval","hour","minute"
"275",1.60377358490566,"2012-10-01",2250,22,50
"276",4.60377358490566,"2012-10-01",2255,22,55
"277",3.30188679245283,"2012-10-01",2300,23,0
"278",2.84905660377358,"2012-10-01",2305,23,5
"279",0,"2012-10-01",2310,23,10
"280",0.830188679245283,"2012-10-01",2315,23,15
"281",0.962264150943396,"2012-10-01",2320,23,20
"282",1.58490566037736,"2012-10-01",2325,23,25
"283",2.60377358490566,"2012-10-01",2330,23,30
"284",4.69811320754717,"2012-10-01",2335,23,35
"285",3.30188679245283,"2012-10-01",2340,23,40
"286",0.641509433962264,"2012-10-01",2345,23,45
"287",0.226415094339623,"2012-10-01",2350,23,50
"288",1.07547169811321,"2012-10-01",2355,23,55
"289",0,"2012-10-02",0,0,0
"290",0,"2012-10-02",5,0,5
"291",0,"2012-10-02",10,0,10
"292",0,"2012-10-02",15,0,15
"293",0,"2012-10-02",20,0,20
"294",0,"2012-10-02",25,0,25
"295",0,"2012-10-02",30,0,30
"296",0,"2012-10-02",35,0,35
"297",0,"2012-10-02",40,0,40
"298",0,"2012-10-02",45,0,45
"299",0,"2012-10-02",50,0,50
"300",0,"2012-10-02",55,0,55
"301",0,"2012-10-02",100,1,0
"302",0,"2012-10-02",105,1,5
"303",0,"2012-10-02",110,1,10
"304",0,"2012-10-02",115,1,15
"305",0,"2012-10-02",120,1,20
"306",0,"2012-10-02",125,1,25
"307",0,"2012-10-02",130,1,30
"308",0,"2012-10-02",135,1,35
"309",0,"2012-10-02",140,1,40
"310",0,"2012-10-02",145,1,45
"311",0,"2012-10-02",150,1,50
"312",0,"2012-10-02",155,1,55
"313",0,"2012-10-02",200,2,0
"314",0,"2012-10-02",205,2,5
"315",0,"2012-10-02",210,2,10
"316",0,"2012-10-02",215,2,15
"317",0,"2012-10-02",220,2,20
"318",0,"2012-10-02",225,2,25
"319",0,"2012-10-02",230,2,30
"320",0,"2012-10-02",235,2,35
"321",0,"2012-10-02",240,2,40
"322",0,"2012-10-02",245,2,45
"323",0,"2012-10-02",250,2,50
"324",0,"2012-10-02",255,2,55
"325",0,"2012-10-02",300,3,0
"326",0,"2012-10-02",305,3,5
"327",0,"2012-10-02",310,3,10
"328",0,"2012-10-02",315,3,15
"329",0,"2012-10-02",320,3,20
"330",0,"2012-10-02",325,3,25
"331",0,"2012-10-02",330,3,30
"332",0,"2012-10-02",335,3,35
"333",0,"2012-10-02",340,3,40
"334",0,"2012-10-02",345,3,45
"335",0,"2012-10-02",350,3,50
"336",0,"2012-10-02",355,3,55
"337",0,"2012-10-02",400,4,0
"338",0,"2012-10-02",405,4,5
"339",0,"2012-10-02",410,4,10
"340",0,"2012-10-02",415,4,15
"341",0,"2012-10-02",420,4,20
"342",0,"2012-10-02",425,4,25
"343",0,"2012-10-02",430,4,30
"344",0,"2012-10-02",435,4,35
"345",0,"2012-10-02",440,4,40
"346",0,"2012-10-02",445,4,45
"347",0,"2012-10-02",450,4,50
"348",0,"2012-10-02",455,4,55
"349",0,"2012-10-02",500,5,0
"350",0,"2012-10-02",505,5,5
"351",0,"2012-10-02",510,5,10
"352",0,"2012-10-02",515,5,15
"353",0,"2012-10-02",520,5,20
"354",0,"2012-10-02",525,5,25
"355",0,"2012-10-02",530,5,30
"356",0,"2012-10-02",535,5,35
"357",0,"2012-10-02",540,5,40
"358",0,"2012-10-02",545,5,45
"359",0,"2012-10-02",550,5,50
"360",0,"2012-10-02",555,5,55
"361",0,"2012-10-02",600,6,0
"362",0,"2012-10-02",605,6,5
"363",0,"2012-10-02",610,6,10
"364",0,"2012-10-02",615,6,15
"365",0,"2012-10-02",620,6,20
"366",0,"2012-10-02",625,6,25
"367",0,"2012-10-02",630,6,30
"368",0,"2012-10-02",635,6,35
"369",0,"2012-10-02",640,6,40
"370",0,"2012-10-02",645,6,45
"371",0,"2012-10-02",650,6,50
"372",0,"2012-10-02",655,6,55
"373",0,"2012-10-02",700,7,0
"374",0,"2012-10-02",705,7,5
"375",0,"2012-10-02",710,7,10
"376",0,"2012-10-02",715,7,15
"377",0,"2012-10-02",720,7,20
"378",0,"2012-10-02",725,7,25
"379",0,"2012-10-02",730,7,30
"380",0,"2012-10-02",735,7,35
"381",0,"2012-10-02",740,7,40
"382",0,"2012-10-02",745,7,45
"383",0,"2012-10-02",750,7,50
"384",0,"2012-10-02",755,7,55
"385",0,"2012-10-02",800,8,0
"386",0,"2012-10-02",805,8,5
"387",0,"2012-10-02",810,8,10
"388",0,"2012-10-02",815,8,15
"389",0,"2012-10-02",820,8,20
"390",0,"2012-10-02",825,8,25
"391",0,"2012-10-02",830,8,30
"392",0,"2012-10-02",835,8,35
"393",0,"2012-10-02",840,8,40
"394",0,"2012-10-02",845,8,45
"395",0,"2012-10-02",850,8,50
"396",0,"2012-10-02",855,8,55
"397",0,"2012-10-02",900,9,0
"398",0,"2012-10-02",905,9,5
"399",0,"2012-10-02",910,9,10
"400",0,"2012-10-02",915,9,15
"401",0,"2012-10-02",920,9,20
"402",0,"2012-10-02",925,9,25
"403",0,"2012-10-02",930,9,30
"404",0,"2012-10-02",935,9,35
"405",0,"2012-10-02",940,9,40
"406",0,"2012-10-02",945,9,45
"407",0,"2012-10-02",950,9,50
"408",0,"2012-10-02",955,9,55
"409",0,"2012-10-02",1000,10,0
"410",0,"2012-10-02",1005,10,5
"411",0,"2012-10-02",1010,10,10
"412",0,"2012-10-02",1015,10,15
"413",0,"2012-10-02",1020,10,20
"414",0,"2012-10-02",1025,10,25
"415",0,"2012-10-02",1030,10,30
"416",0,"2012-10-02",1035,10,35
"417",0,"2012-10-02",1040,10,40
"418",0,"2012-10-02",1045,10,45
"419",0,"2012-10-02",1050,10,50
"420",0,"2012-10-02",1055,10,55
"421",0,"2012-10-02",1100,11,0
"422",0,"2012-10-02",1105,11,5
"423",0,"2012-10-02",1110,11,10
"424",0,"2012-10-02",1115,11,15
"425",0,"2012-10-02",1120,11,20
"426",0,"2012-10-02",1125,11,25
"427",0,"2012-10-02",1130,11,30
"428",0,"2012-10-02",1135,11,35
"429",0,"2012-10-02",1140,11,40
"430",0,"2012-10-02",1145,11,45
"431",0,"2012-10-02",1150,11,50
"432",0,"2012-10-02",1155,11,55
"433",0,"2012-10-02",1200,12,0
"434",0,"2012-10-02",1205,12,5
"435",0,"2012-10-02",1210,12,10
"436",0,"2012-10-02",1215,12,15
"437",0,"2012-10-02",1220,12,20
"438",0,"2012-10-02",1225,12,25
"439",0,"2012-10-02",1230,12,30
"440",0,"2012-10-02",1235,12,35
"441",0,"2012-10-02",1240,12,40
"442",0,"2012-10-02",1245,12,45
"443",0,"2012-10-02",1250,12,50
"444",0,"2012-10-02",1255,12,55
"445",0,"2012-10-02",1300,13,0
"446",0,"2012-10-02",1305,13,5
"447",0,"2012-10-02",1310,13,10
"448",0,"2012-10-02",1315,13,15
"449",0,"2012-10-02",1320,13,20
"450",0,"2012-10-02",1325,13,25
"451",0,"2012-10-02",1330,13,30
"452",0,"2012-10-02",1335,13,35
"453",0,"2012-10-02",1340,13,40
"454",0,"2012-10-02",1345,13,45
"455",0,"2012-10-02",1350,13,50
"456",0,"2012-10-02",1355,13,55
"457",0,"2012-10-02",1400,14,0
"458",0,"2012-10-02",1405,14,5
"459",0,"2012-10-02",1410,14,10
"460",0,"2012-10-02",1415,14,15
"461",0,"2012-10-02",1420,14,20
"462",0,"2012-10-02",1425,14,25
"463",0,"2012-10-02",1430,14,30
"464",0,"2012-10-02",1435,14,35
"465",0,"2012-10-02",1440,14,40
"466",0,"2012-10-02",1445,14,45
"467",0,"2012-10-02",1450,14,50
"468",0,"2012-10-02",1455,14,55
"469",0,"2012-10-02",1500,15,0
"470",0,"2012-10-02",1505,15,5
"471",0,"2012-10-02",1510,15,10
"472",0,"2012-10-02",1515,15,15
"473",0,"2012-10-02",1520,15,20
"474",0,"2012-10-02",1525,15,25
"475",0,"2012-10-02",1530,15,30
"476",0,"2012-10-02",1535,15,35
"477",0,"2012-10-02",1540,15,40
"478",0,"2012-10-02",1545,15,45
"479",0,"2012-10-02",1550,15,50
"480",0,"2012-10-02",1555,15,55
"481",0,"2012-10-02",1600,16,0
"482",0,"2012-10-02",1605,16,5
"483",0,"2012-10-02",1610,16,10
"484",0,"2012-10-02",1615,16,15
"485",0,"2012-10-02",1620,16,20
"486",0,"2012-10-02",1625,16,25
"487",0,"2012-10-02",1630,16,30
"488",0,"2012-10-02",1635,16,35
"489",0,"2012-10-02",1640,16,40
"490",0,"2012-10-02",1645,16,45
"491",0,"2012-10-02",1650,16,50
"492",0,"2012-10-02",1655,16,55
"493",0,"2012-10-02",1700,17,0
"494",0,"2012-10-02",1705,17,5
"495",0,"2012-10-02",1710,17,10
"496",0,"2012-10-02",1715,17,15
"497",0,"2012-10-02",1720,17,20
"498",0,"2012-10-02",1725,17,25
"499",0,"2012-10-02",1730,17,30
"500",0,"2012-10-02",1735,17,35
"501",0,"2012-10-02",1740,17,40
"502",0,"2012-10-02",1745,17,45
"503",0,"2012-10-02",1750,17,50
"504",0,"2012-10-02",1755,17,55
"505",0,"2012-10-02",1800,18,0
"506",0,"2012-10-02",1805,18,5
"507",0,"2012-10-02",1810,18,10
"508",0,"2012-10-02",1815,18,15
"509",0,"2012-10-02",1820,18,20
"510",0,"2012-10-02",1825,18,25
"511",0,"2012-10-02",1830,18,30
"512",0,"2012-10-02",1835,18,35
"513",0,"2012-10-02",1840,18,40
"514",0,"2012-10-02",1845,18,45
"515",0,"2012-10-02",1850,18,50
"516",0,"2012-10-02",1855,18,55
"517",0,"2012-10-02",1900,19,0
"518",0,"2012-10-02",1905,19,5
"519",0,"2012-10-02",1910,19,10
"520",0,"2012-10-02",1915,19,15
"521",0,"2012-10-02",1920,19,20
"522",0,"2012-10-02",1925,19,25
"523",0,"2012-10-02",1930,19,30
"524",0,"2012-10-02",1935,19,35
"525",0,"2012-10-02",1940,19,40
"526",0,"2012-10-02",1945,19,45
"527",0,"2012-10-02",1950,19,50
"528",0,"2012-10-02",1955,19,55
"529",0,"2012-10-02",2000,20,0
"530",0,"2012-10-02",2005,20,5
"531",0,"2012-10-02",2010,20,10
"532",0,"2012-10-02",2015,20,15
"533",0,"2012-10-02",2020,20,20
"534",0,"2012-10-02",2025,20,25
"535",0,"2012-10-02",2030,20,30
"536",0,"2012-10-02",2035,20,35
"537",0,"2012-10-02",2040,20,40
"538",0,"2012-10-02",2045,20,45
"539",0,"2012-10-02",2050,20,50
"540",0,"2012-10-02",2055,20,55
"541",0,"2012-10-02",2100,21,0
"542",0,"2012-10-02",2105,21,5
"543",0,"2012-10-02",2110,21,10
"544",0,"2012-10-02",2115,21,15
"545",0,"2012-10-02",2120,21,20
"546",0,"2012-10-02",2125,21,25
"547",0,"2012-10-02",2130,21,30
"548",0,"2012-10-02",2135,21,35
"549",0,"2012-10-02",2140,21,40
"550",0,"2012-10-02",2145,21,45
"551",0,"2012-10-02",2150,21,50
"552",0,"2012-10-02",2155,21,55
"553",0,"2012-10-02",2200,22,0
"554",0,"2012-10-02",2205,22,5
"555",117,"2012-10-02",2210,22,10
"556",9,"2012-10-02",2215,22,15
"557",0,"2012-10-02",2220,22,20
"558",0,"2012-10-02",2225,22,25
"559",0,"2012-10-02",2230,22,30
"560",0,"2012-10-02",2235,22,35
"561",0,"2012-10-02",2240,22,40
"562",0,"2012-10-02",2245,22,45
"563",0,"2012-10-02",2250,22,50
"564",0,"2012-10-02",2255,22,55
"565",0,"2012-10-02",2300,23,0
"566",0,"2012-10-02",2305,23,5
"567",0,"2012-10-02",2310,23,10
"568",0,"2012-10-02",2315,23,15
"569",0,"2012-10-02",2320,23,20
"570",0,"2012-10-02",2325,23,25
"571",0,"2012-10-02",2330,23,30
"572",0,"2012-10-02",2335,23,35
"573",0,"2012-10-02",2340,23,40
"574",0,"2012-10-02",2345,23,45
"575",0,"2012-10-02",2350,23,50
"576",0,"2012-10-02",2355,23,55
"577",0,"2012-10-03",0,0,0
"578",0,"2012-10-03",5,0,5
"579",0,"2012-10-03",10,0,10
"580",0,"2012-10-03",15,0,15
"581",0,"2012-10-03",20,0,20
"582",0,"2012-10-03",25,0,25
"583",0,"2012-10-03",30,0,30
"584",0,"2012-10-03",35,0,35
"585",0,"2012-10-03",40,0,40
"586",0,"2012-10-03",45,0,45
"587",0,"2012-10-03",50,0,50
"588",0,"2012-10-03",55,0,55
"589",0,"2012-10-03",100,1,0
"590",0,"2012-10-03",105,1,5
"591",0,"2012-10-03",110,1,10
"592",0,"2012-10-03",115,1,15
"593",0,"2012-10-03",120,1,20
"594",0,"2012-10-03",125,1,25
"595",0,"2012-10-03",130,1,30
"596",0,"2012-10-03",135,1,35
"597",0,"2012-10-03",140,1,40
"598",0,"2012-10-03",145,1,45
"599",0,"2012-10-03",150,1,50
"600",0,"2012-10-03",155,1,55
"601",0,"2012-10-03",200,2,0
"602",0,"2012-10-03",205,2,5
"603",0,"2012-10-03",210,2,10
"604",0,"2012-10-03",215,2,15
"605",0,"2012-10-03",220,2,20
"606",0,"2012-10-03",225,2,25
"607",0,"2012-10-03",230,2,30
"608",0,"2012-10-03",235,2,35
"609",0,"2012-10-03",240,2,40
"610",0,"2012-10-03",245,2,45
"611",0,"2012-10-03",250,2,50
"612",0,"2012-10-03",255,2,55
"613",0,"2012-10-03",300,3,0
"614",0,"2012-10-03",305,3,5
"615",0,"2012-10-03",310,3,10
"616",0,"2012-10-03",315,3,15
"617",0,"2012-10-03",320,3,20
"618",0,"2012-10-03",325,3,25
"619",0,"2012-10-03",330,3,30
"620",0,"2012-10-03",335,3,35
"621",0,"2012-10-03",340,3,40
"622",0,"2012-10-03",345,3,45
"623",0,"2012-10-03",350,3,50
"624",0,"2012-10-03",355,3,55
"625",0,"2012-10-03",400,4,0
"626",0,"2012-10-03",405,4,5
"627",4,"2012-10-03",410,4,10
"628",0,"2012-10-03",415,4,15
"629",0,"2012-10-03",420,4,20
"630",0,"2012-10-03",425,4,25
"631",36,"2012-10-03",430,4,30
"632",0,"2012-10-03",435,4,35
"633",0,"2012-10-03",440,4,40
"634",0,"2012-10-03",445,4,45
